x	y	z	Fc epsilon receptor (FCERI) signaling
227	320	43	2
229	321	43	2
220	304	44	1
219	306	44	2
220	308	44	2
220	309	44	3
223	309	44	1
219	311	44	2
239	311	44	4
243	312	44	2
219	313	44	2
223	313	44	1
237	314	44	3
222	315	44	1
238	315	44	1
204	316	44	2
225	317	44	1
231	317	44	1
238	317	44	1
242	319	44	1
226	320	44	1
228	320	44	4
229	321	44	1
216	316	45	1
